id,title,artist,year,genre,style,master_id,release_country,labels,format,rating,have,want,url,image_url
10354932,Best Of,50 Cent,2017,Hip Hop,N/A,1160826,Europe,"Shady Records, Aftermath Entertainment, Interscope Records","LP, Compilation",4.48,2286,275,https://www.discogs.com/release/10354932-50-Cent-Best-Of,https://i.discogs.com/LJeD5iQ5tYX0vDK_Znp02SZZXAPMGmB2M8Z0zgIDO78/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMzU0/OTMyLTE2NDAzNzYx/NzctODEwNi5qcGVn.jpeg
6099290,Music From And Inspired By The Motion Picture 8 Mile,Various,2002,Hip Hop,"Gangsta, Pop Rap",114474,US,"Shady Records, Interscope Records","LP, Album, Compilation",4.56,959,298,https://www.discogs.com/release/6099290-Various-Music-From-And-Inspired-By-The-Motion-Picture-8-Mile,https://i.discogs.com/JMRSgKc4LC85JAOSK1CMPm7yQ7ICuxo-lleAR0sw92Y/rs:fit/g:sm/q:90/h:591/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTYwOTky/OTAtMTQxMTA1MDA5/OS0xOTEzLmpwZWc.jpeg
7795752,Devils Night,D12,2015,Hip Hop,"Gangsta, Hardcore Hip-Hop, Thug Rap",71995,US,"Shady Records, Interscope Records","LP, Album, Reissue, Special Edition",4.66,828,595,https://www.discogs.com/release/7795752-D12-Devils-Night,https://i.discogs.com/5zfUBhWq2NmjRZ7ZXrq6DoBuo5QBvG1wx6ps8OeQDfU/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTc3OTU3/NTItMTQ0ODk0MTYw/MC0yODk4LmpwZWc.jpeg
540653,The Chronicle: The Best Of The Works,Dr. Dre,2003,Hip Hop,N/A,188354,UK,Simply Vinyl,"LP, Compilation",5.0,150,214,https://www.discogs.com/release/540653-Dr-Dre-The-Chronicle-The-Best-Of-The-Works,https://i.discogs.com/kPOMEmSATo0mok3zfScpNm72TrC-Jnqp0JzKdFuYXY4/rs:fit/g:sm/q:90/h:600/w:591/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTU0MDY1/My0xNjU2NDQzNzE3/LTU4NTEuanBlZw.jpeg
12504617,Like A Virgin,Madonna,1985,"Electronic, Pop, Stage & Screen","Synth-pop, Disco",18021,UK & Europe,"Sire, Sire","LP, Album, Reissue, Stereo",4.14,2423,229,https://www.discogs.com/release/12504617-Madonna-Like-A-Virgin,https://i.discogs.com/ZlqaDj3PnTUQKPLrUwTHob9TQ6eub89o5CHEJG7rZAw/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyNTA0/NjE3LTE1MzY1OTc1/MDktNzk5My5qcGVn.jpeg
7276088,"You've Come A Long Way, Baby",Fatboy Slim,2015,Electronic,Big Beat,73726,Europe,Skint,"LP, Album, Reissue",4.66,1454,723,https://www.discogs.com/release/7276088-Fatboy-Slim-Youve-Come-A-Long-Way-Baby,https://i.discogs.com/8hG6HH5A6K61-Ls-2mHjnTolXWlGIQdYVqu70QVMKZQ/rs:fit/g:sm/q:90/h:600/w:596/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTcyNzYw/ODgtMTUwMzAwOTAy/Mi01NzIwLmpwZWc.jpeg
1982188,Skate Bird EP,Electric Rescue,2009,Electronic,"Techno, Tech House",190999,France,Skryptöm Records,"12"", EP, 33 ⅓ RPM",4.26,146,53,https://www.discogs.com/release/1982188-Electric-Rescue-Skate-Bird-EP,https://i.discogs.com/CxqbyhkWKacnbm8sOJvWuDd2nI-UOjrwlwGMW9kcLGM/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5ODIx/ODgtMTI4MzI1MDEx/Ny5qcGVn.jpeg
1195672,Cut Killer Show,Cut Killer,1997,Hip Hop,N/A,78324,France,"Small, Double H Production, Small, Double H Production","LP, Compilation",4.51,466,317,https://www.discogs.com/release/1195672-Cut-Killer-Cut-Killer-Show,https://i.discogs.com/5a5wru_BGicJ9wIm2KZiq57_dTWkhETlXAkB2fpRW-w/rs:fit/g:sm/q:90/h:600/w:592/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExOTU2/NzItMTQ4MzExNTUx/NS0zMDYwLm1wbw.jpeg
162457,Dance With You,Carrie Lucas,1979,Funk / Soul,"Disco, Soul",170665,US,Solar,"12"", 33 ⅓ RPM, Single, Stereo",4.54,1134,699,https://www.discogs.com/release/162457-Carrie-Lucas-Dance-With-You,https://i.discogs.com/giZwEiTk0dccHdbaaTLjeZavBjAGrV5S_dtax2LVgF8/rs:fit/g:sm/q:90/h:599/w:599/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MjQ1/Ny0xMjAyMDc5NTk4/LmpwZWc.jpeg
948859,The Strike Pandemonium,Lee Van Dowski,2007,Electronic,"Techno, Minimal",141214,UK,Soma Quality Recordings,"12"", 45 RPM",4.08,102,16,https://www.discogs.com/release/948859-Lee-Van-Dowski-The-Strike-Pandemonium,https://i.discogs.com/kCHTpvEUA1erN0Bm5Oqrwwss4csQOJQBlirg3P5Yhl0/rs:fit/g:sm/q:90/h:366/w:347/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTk0ODg1/OS0xMjMwNDYxODEy/LmpwZWc.jpeg
49645,Soma Compilation Seven,Various,2000,Electronic,"Techno, Deep House, Tech House",113818,UK,"Soma Quality Recordings, Soma Quality Recordings","LP, Compilation",4.29,365,117,https://www.discogs.com/release/49645-Various-Soma-Compilation-Seven,https://i.discogs.com/2ER0dALxkehJUOll49GW73mLKIETmGJcOp50ibcAmZ0/rs:fit/g:sm/q:90/h:333/w:333/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ5NjQ1/LTEzNjc5ODMwNDQt/MzMwMC5qcGVn.jpeg
11108275,Emergency On Planet Earth,Jamiroquai,2017,"Jazz, Rock, Funk / Soul, Pop, Folk, World, & Country",Acid Jazz,69938,Europe,"Sony Music, Legacy","LP, Album, Reissue",4.71,3159,726,https://www.discogs.com/release/11108275-Jamiroquai-Emergency-On-Planet-Earth,https://i.discogs.com/AL6YXPP_jser_WAkvqpwVPzkotL2gNLqA8ECQx5oc9w/rs:fit/g:sm/q:90/h:600/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMTA4/Mjc1LTE1MTAxNDEz/MjItNjM1My5qcGVn.jpeg
11156869,Travelling Without Moving,Jamiroquai,2017,"Electronic, Jazz, Reggae, Funk / Soul, Folk, World, & Country","Disco, Funk, Soul, Acid Jazz, Contemporary R&B",69956,Europe,"Sony Music, Legacy","LP, Album, Reissue, Repress, Stereo",4.68,3957,1496,https://www.discogs.com/release/11156869-Jamiroquai-Travelling-Without-Moving,https://i.discogs.com/C5h71TpAvw0U5Bh2l_A2eq0LsqCc4KGNiLdMvJswAGo/rs:fit/g:sm/q:90/h:600/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExMTU2/ODY5LTE1MTc3NDM2/ODEtNTk1MS5qcGVn.jpeg
10416148,Art De Rue,Fonky Family,2017,Hip Hop,N/A,172455,France,"Sony Music, Small","LP, Album, Reissue, Remastered",4.54,1368,266,https://www.discogs.com/release/10416148-Fonky-Family-Art-De-Rue,https://i.discogs.com/C1Sf5ZFhSYcpOsS76ONyWiQEptlQmTAFbiuogZK-6n8/rs:fit/g:sm/q:90/h:589/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDE2/MTQ4LTE0OTY5ODc5/MzAtNzU0MS5qcGVn.jpeg
10415020,"""Si Dieu Veut""...Inch Allah",Fonky Family,2017,Hip Hop,N/A,85461,France,"Sony Music, Small","LP, Album, Reissue, Remastered",4.68,2078,366,https://www.discogs.com/release/10415020-Fonky-Family-Si-Dieu-VeutInch-Allah,https://i.discogs.com/49ZnBRa8BhJv1BbaYjsUC47ZlcS_kn4cKHvR3_yNF5Y/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDE1/MDIwLTE0OTY5NTgx/MjQtNjA0Ni5qcGVn.jpeg
267709,Studio One Dub,Various,2004,Reggae,Dub,86893,UK,Soul Jazz Records,"LP, Compilation",4.53,1876,691,https://www.discogs.com/release/267709-Various-Studio-One-Dub,https://i.discogs.com/tNUCP3g3qFINXSKMiOK8JTq9Z4KSOnKjAURPXzTvy7E/rs:fit/g:sm/q:90/h:595/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTI2Nzcw/OS0xMzg1NjQ1ODUy/LTE5NzYuanBlZw.jpeg
517871,Studio One Classics,Various,2004,Reggae,"Reggae, Dub, Ska, Rocksteady",109533,UK,Soul Jazz Records,"LP, Compilation",4.5,1589,641,https://www.discogs.com/release/517871-Various-Studio-One-Classics,https://i.discogs.com/nz-gwE__bBOYfxGgjGUEclopO_2jWZntWH5tbcaiDlw/rs:fit/g:sm/q:90/h:595/w:595/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUxNzg3/MS0xMzk0NzAxNjU3/LTIxNTQuanBlZw.jpeg
1452733,Best Of The Box Tops,Box Tops,1974,"Rock, Funk / Soul, Pop","Rock & Roll, Pop Rock, Soul",2292700,UK,"Sounds Superb, Music For Pleasure","LP, Compilation, Reissue, Repress, Stereo",3.9,654,38,https://www.discogs.com/release/1452733-Box-Tops-Best-Of-The-Box-Tops,https://i.discogs.com/Ke4C6ZqGvleE4RJqCOapj__iPZwEV_OLb3jbQigSHWE/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0NTI3/MzMtMTYwMzQ2MTIw/My02MTI4LmpwZWc.jpeg
3478632,Midnight Walkers,Stand High Patrol,2012,"Electronic, Reggae","Dub, Dancehall, Hip Hop",454683,France,Stand High,LP,4.74,1308,1194,https://www.discogs.com/release/3478632-Stand-High-Patrol-Midnight-Walkers,https://i.discogs.com/LrzMPgvXn_VrHQAYNJog7CrW7IcbIepGshbWHDmdZf8/rs:fit/g:sm/q:90/h:500/w:500/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM0Nzg2/MzItMTMzMTk5NDg2/NC5qcGVn.jpeg
12909920,Donuts,J Dilla,2018,Hip Hop,Instrumental,68208,US,Stones Throw Records,"12"", 33 ⅓ RPM, Album, Reissue",4.68,5026,995,https://www.discogs.com/release/12909920-J-Dilla-Donuts,https://i.discogs.com/wMDrf87OvhoUHqzIGSFn3ElvJAv8dOv3V5yyWJcs7tM/rs:fit/g:sm/q:90/h:600/w:598/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEyOTA5/OTIwLTE1ODY4ODQz/NzQtOTc3NC5qcGVn.jpeg
1847821,Champion Sound,Jaylib,2009,Hip Hop,N/A,124462,US,"Stones Throw Records, Stones Throw Records","LP, Album, Reissue, Stereo",4.54,2293,795,https://www.discogs.com/release/1847821-Jaylib-Champion-Sound,https://i.discogs.com/wEIHn1LPxAIbBMHuhDUz5Fr8LiSuyPrAoKhrQrXJ7SU/rs:fit/g:sm/q:90/h:450/w:448/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NDc4/MjEtMTI0NzU2OTEy/NS5qcGVn.jpeg
1852805,Keep It Street EP,Streetlife DJs,2009,Electronic,"House, Breaks, Electro",533087,UK,Street Beats (2),"12"", EP",4.0,29,19,https://www.discogs.com/release/1852805-Streetlife-DJs-Keep-It-Street-EP,https://i.discogs.com/nYOxKxpVyBsVV6tYQdt2ow9Xr9lIPzSy0ZZdPCoANs0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE4NTI4/MDUtMTI0NzkwOTA3/Ni5qcGVn.jpeg
10434118,Oté Maloya (The Birth Of Electric Maloya On Reunion Island 1975-1986),Various,2017,"Folk, World, & Country","Séga, African, Maloya",1195150,UK,Strut,"LP, Compilation",4.55,636,389,https://www.discogs.com/release/10434118-Various-Oté-Maloya-The-Birth-Of-Electric-Maloya-On-Reunion-Island-1975-1986,https://i.discogs.com/dboJrgWzjgRIUEKD02a2DsVBeHJCDihKQgquUmMs2C8/rs:fit/g:sm/q:90/h:600/w:597/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNDM0/MTE4LTE1MTA3MTQ3/OTgtMjMwMC5qcGVn.jpeg
10123765,Suara Remixes,Moby,2017,Electronic,"Deep House, Tech House, Techno",1191307,Spain,Suara,"12"", 33 ⅓ RPM",4.69,670,228,https://www.discogs.com/release/10123765-Moby-Suara-Remixes,https://i.discogs.com/nAMCYFfKVqVHVqv87yux6kIcXRRM3o1qvv5vDCvIpE8/rs:fit/g:sm/q:90/h:597/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwMTIz/NzY1LTE3MjE1NzQ3/MjEtOTM1Ni5wbmc.jpeg
1532167,Mr Chips / Hammertime,Rusko,2008,Electronic,Dubstep,15424,UK,Sub Soldiers,"12"", 45 RPM",4.23,616,248,https://www.discogs.com/release/1532167-Rusko-Mr-Chips-Hammertime,https://i.discogs.com/YXR2HmBrag5cV4KJp4nufsu8a2Ra73WvRwEJe_GR2es/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1MzIx/NjctMTIyNzI4NjAz/My5qcGVn.jpeg
14058657,Coming From Reality,Sixto Rodriguez,2019,Rock,"Folk Rock, Psychedelic Rock, Soft Rock",176156,Europe,"Sussex, UMe","LP, Album, Reissue, Remastered, Stereo",4.6,2893,532,https://www.discogs.com/release/14058657-Rodriguez-Coming-From-Reality,https://i.discogs.com/mTC6vQE1lRHnZWYz8uLinrDcKwB59ZoxA7x1nqgfCV0/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE0MDU4/NjU3LTE1NjgxNjQ5/NTktMjE4My5qcGVn.jpeg
13479756,Soulmatic Remixes,Purple Disco Machine,2019,Electronic,"House, Nu-Disco",N/A,Australia,Sweat It Out!,"12"", Record Store Day, Limited Edition, White Label",4.67,474,190,https://www.discogs.com/release/13479756-Purple-Disco-Machine-Soulmatic-Remixes,https://i.discogs.com/Kuzqw5BE1JVSBO8WHMkUHrDOWXCqWC4hBribe4YJHOs/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzNDc5/NzU2LTE1NTYxNTg4/NjgtNDEyNi5qcGVn.jpeg
3821457,Taiyo = 太陽,Marc Romboy,2012,Electronic,"House, Techno",465931,Germany,Systematic (3),"12"", 45 RPM",4.53,82,44,https://www.discogs.com/release/3821457-Marc-Romboy-マークロンボイ-Ken-Ishii-ケンイシイ-Taiyo-太陽,https://i.discogs.com/8HBEZ47coRRryxybrltahGqCUyVeXuCz6zhQpbyC5VU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTM4MjE0/NTctMTM4OTM3OTk3/OC03MTE3LmpwZWc.jpeg
6960923,Sungam (Remixes),Stephan Bodzin,2015,Electronic,"Tech House, Deep House",834711,Germany,Systematic (3),"12""",4.54,150,163,https://www.discogs.com/release/6960923-Stephan-Bodzin-Sungam-Remixes,https://i.discogs.com/Z3jbw4_4DTWu_6ihTHR_4k7Ym_HYIfEYjfIb0f0Drjk/rs:fit/g:sm/q:90/h:600/w:586/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY5NjA5/MjMtMTQ5MjYyOTUw/MC0zMzMyLmpwZWc.jpeg
4441663,The Sound Of Sunshine,The Sunshine Band,1975,Funk / Soul,"Funk, Disco",162681,US,"T.K. Records, T.K. Records, T.K. Records","LP, Album, Stereo",4.0,585,84,https://www.discogs.com/release/4441663-The-Sunshine-Band-The-Sound-Of-Sunshine,https://i.discogs.com/VFNJO1PvVbW3tBCKFnDxzIAZTzd962PqLczVYR-vSY8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQ0NDE2/NjMtMTM2NTI0MjAx/Ni0xNzQ1LmpwZWc.jpeg
1662395,Invaders Must Die,The Prodigy,2009,Electronic,"Breaks, Grime, Big Beat, Breakbeat, Hardcore, Electro, Drum n Bass",30484,UK,Take Me To The Hospital,"LP, Album",4.45,4571,2348,https://www.discogs.com/release/1662395-The-Prodigy-Invaders-Must-Die,https://i.discogs.com/rbnnIB8XhpyE7H3Rs02WjC_vf1PAztj3woJkIOTOvXU/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2NjIz/OTUtMTM5OTIwNTEz/Ny01MTE5LmpwZWc.jpeg
1903780,Take Me To The Hospital,The Prodigy,2009,Electronic,"Breakbeat, Drum n Bass, Dubstep",168498,UK,Take Me To The Hospital,"12"", 45 RPM, Single",4.27,1037,342,https://www.discogs.com/release/1903780-The-Prodigy-Take-Me-To-The-Hospital,https://i.discogs.com/vhYMQwMZMzYkAkEOGu2giuRjt5LRO-ZYy9UmQLweIfc/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE5MDM3/ODAtMTI1NDc0NTY1/My5qcGVn.jpeg
6822650,The Day Is My Enemy,The Prodigy,2015,Electronic,"Breaks, Big Beat, Ambient",814988,UK,"Take Me To The Hospital, Cooking Vinyl","LP, Album",4.34,3329,920,https://www.discogs.com/release/6822650-The-Prodigy-The-Day-Is-My-Enemy,https://i.discogs.com/_POmL4_AluMK8VuTexfUIh3FpVmI-LSo1DOowcBUId8/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTY4MjI2/NTAtMTQyNzM5NDI5/Ni02MDc4LmpwZWc.jpeg
15936561,1990,The Temptations,0,Funk / Soul,"Soul, Psychedelic, Funk",36366,France,Tamla Motown,"LP, Album, Reissue",4.2,64,41,https://www.discogs.com/release/15936561-The-Temptations-1990,https://i.discogs.com/z24m3qm730tlGyLZkoHxBekY7RI9KdOT_ZlJDlTmwb8/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE1OTM2/NTYxLTE2MDA1MjM5/OTgtNDI3NC5qcGVn.jpeg
5034181,What's Going On,Marvin Gaye,2016,Funk / Soul,Soul,66631,Europe,"Tamla, Tamla","LP, Album, Reissue, Stereo",4.61,9838,2145,https://www.discogs.com/release/5034181-Marvin-Gaye-Whats-Going-On,https://i.discogs.com/jsS2JZFgO-Bq4ZFmsw9GEMMYF17ALmQ2KfFl-Bq0gIA/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTUwMzQx/ODEtMTQ3MDc2OTE3/MS00NjkzLmpwZWc.jpeg
8081270,"Concerts Brandebourgeois N° 2, 5 & 6",Johann Sebastian Bach,1964,Classical,Baroque,598321,France,"Telefunken, Das Alte Werk",LP,0.0,38,3,https://www.discogs.com/release/8081270-Johann-Sebastian-Bach-Concentus-Musicus-Wien-Nikolaus-Harnoncourt-Concerts-Brandebourgeois-N-2-5-6,https://i.discogs.com/pIH_SXJQ5XcluvlUOAuuoDZ48ymg13yW341BxYQaqAI/rs:fit/g:sm/q:90/h:599/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgwODEy/NzAtMTQ4NDg2NTIx/NC05NzQ4LmpwZWc.jpeg
4047189,In & Out EP,Darlyn Vlys,2012,Electronic,"House, Tech House",1158081,Germany,Terminal M,"12"", EP, 33 ⅓ RPM",4.5,35,16,https://www.discogs.com/release/4047189-Darlyn-Vlys-Ramiro-Lopez-In-Out-EP,https://i.discogs.com/W4_gtOmGg-u9HRpNNoG1taK4i6rKdsvJ_BV9XMXISJs/rs:fit/g:sm/q:90/h:600/w:593/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTQwNDcx/ODktMTM1MzQ3MjI2/OC0yNDYwLmpwZWc.jpeg
8169693,Passengers 2016,Monika Kruse @ Voodooamt,2016,Electronic,"Techno, Tech House, Minimal",1158032,Germany,Terminal M,"12"", 33 ⅓ RPM",4.81,179,75,https://www.discogs.com/release/8169693-Monika-Kruse-Voodooamt-Passengers-2016,https://i.discogs.com/VDHJFR5i8ODKKmR7se6ZO_Nl5_tnMkUSKIJiHdXbUIc/rs:fit/g:sm/q:90/h:588/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTgxNjk2/OTMtMTQ1NjQ0NDI5/MS02NjMzLmpwZWc.jpeg
8704403,Redemption / Odd Behaviour,DJ Anna,2016,Electronic,Techno,1078690,Germany,Terminal M,"12"", 45 RPM, EP",4.32,226,94,https://www.discogs.com/release/8704403-Anna-Redemption-Odd-Behaviour,https://i.discogs.com/4apbri9fpgpgawbqIcB74VkyKZdDIPHBCn1SQqpA2yM/rs:fit/g:sm/q:90/h:595/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg3MDQ0/MDMtMTQ2NzQ2MjY5/MS03NTYwLmpwZWc.jpeg
9091452,Face Your Fears,DJ ANNA,2016,Electronic,Techno,1078672,Germany,Terminal M,"12""",4.45,157,93,https://www.discogs.com/release/9091452-ANNA-Face-Your-Fears,https://i.discogs.com/XvNaMo311I18pLPG2OWGrP3YKaplhN3tkIiyYv-JLaQ/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkwOTE0/NTItMTQ3NTYxMzU5/OC0zOTgwLmpwZWc.jpeg
9319936,Provident EP,Felix Kröcher,2016,Electronic,Techno,1158123,Germany,Terminal M,"12"", 33 ⅓ RPM, EP",4.12,192,49,https://www.discogs.com/release/9319936-Felix-Kröcher-Provident-EP,https://i.discogs.com/T-ckz3tWX2UNAgGc-fxtNVr6I8LU42yBL1dgm6qgw8g/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTkzMTk5/MzYtMTQ4MDUyMzE1/OC02NjMzLmpwZWc.jpeg
10659607,Get Me On / So Good,Monika Kruse,2017,Electronic,Techno,1639381,Germany,Terminal M,"12"", 45 RPM, EP",4.46,136,75,https://www.discogs.com/release/10659607-Monika-Kruse-meets-Pig-Dan-Get-Me-On-So-Good,https://i.discogs.com/D-7HTABY9lEL9RBd4a5pEAuMICBqzMbuunxmRTIgAeY/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwNjU5/NjA3LTE1MDE4Njky/ODUtNTQyNy5qcGVn.jpeg
13936214,Bright EP,Patrik Berg,2019,Electronic,Techno,1715360,Germany,Terminal M,"12"", EP",4.44,67,22,https://www.discogs.com/release/13936214-Patrik-Berg-Bright-EP,https://i.discogs.com/4eR2GTIiv_DmPFF5aVqjJg-iRaO6QGl9fq3WsuqhDIc/rs:fit/g:sm/q:90/h:600/w:518/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEzOTM2/MjE0LTE1NjQ0Mjc5/MzEtODM3MS5qcGVn.jpeg
16136362,Rising Heart,Monika Kruse,2020,Electronic,"Tech House, Techno",2875168,Germany,Terminal M,"12"", 45 RPM",4.67,105,46,https://www.discogs.com/release/16136362-Monika-Kruse-Rising-Heart,https://i.discogs.com/NeENAePUMhOhWrjI7v7kMSgZFh6oyZirf1-kPTLL9wE/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MTM2/MzYyLTE2MDQwNTYz/MDEtNzE4MS5qcGVn.jpeg
8878776,Cliquety Kliqk,General Elektriks,2016,"Electronic, Jazz, Rock, Funk / Soul","Electro, Soul-Jazz, Downtempo",4323,France,The Audio Kitchen,"LP, Album, Reissue, Album",4.5,161,65,https://www.discogs.com/release/8878776-General-Elektriks-Cliquety-Kliqk,https://i.discogs.com/rv-03hBhXc0JztBblEgfEsYMW3VcMxxBTGB8D-6zFPg/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTg4Nzg3/NzYtMTcwMDQwNDY4/NC0yMTk5LmpwZWc.jpeg
10922718,Sampler Silver,Morgasm,2016,Electronic,"House, Deep House",N/A,France,The House Of Love,"12"", 33 ⅓ RPM, Limited Edition, Sampler",4.57,46,11,https://www.discogs.com/release/10922718-Morgasm-Sampler-Silver,https://i.discogs.com/POykd5u4UiRMG6kcm1EiUWsZ2fL0FySUnK4acHdY7Xg/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTEwOTIy/NzE4LTE1MDY1ODc1/MDktMjI0MC5qcGVn.jpeg
11523623,Sampler Yellow,Various,2017,Electronic,House,N/A,France,The House Of Love,"12"", EP, Sampler",4.9,50,12,https://www.discogs.com/release/11523623-Various-Sampler-Yellow,https://i.discogs.com/XoviI_cekJe1YgWw8mOOewhMgIq1QklXAtBJBtahBUw/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExNTIz/NjIzLTE1MTc4NTI0/NTQtOTg4MS5qcGVn.jpeg
11856692,Sampler Green,Various,2018,Electronic,"House, Deep Techno",N/A,France,The House Of Love,"12"", 33 ⅓ RPM, Limited Edition",5.0,38,3,https://www.discogs.com/release/11856692-Various-Sampler-Green,https://i.discogs.com/lAcKm-8RDTGsvBXs3teUiiB4-q2dsFMLUHxDkOl5i2M/rs:fit/g:sm/q:90/h:600/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTExODU2/NjkyLTE1MjM1NjU5/MzQtODQ0OC5qcGVn.jpeg
1608348,Act Of God (Thunderdome 08 Anthem),Endymion,2009,Electronic,"Hardcore, Gabber",12616,Netherlands,Thunderdome Records,"12"", 45 RPM",4.43,681,310,https://www.discogs.com/release/1608348-Endymion-Nosferatu-Act-Of-God-Thunderdome-08-Anthem,https://i.discogs.com/3QMEytAyo4iSi4RM2nkOCj28Zn8SHXl5iCHla6u-3O4/rs:fit/g:sm/q:90/h:596/w:600/czM6Ly9kaXNjb2dz/LWRhdGFiYXNlLWlt/YWdlcy9SLTE2MDgz/NDgtMTQzODM1NTAw/Ny0zMjMxLmpwZWc.jpeg
